Grupo de anuncios;Audiencia: Edad;Audiencia: País;Audiencia: Tipo de dispositivo;Audiencia: Género;Campaña: Tipo de canal publicitario;Campaña: Nombre de campaña;? Conversiones: Valor total de conversiones;Conversiones: Categoría de acción de conversión;Conversiones: Nombre de acción de conversión;? Conversiones: Valor de conversiones;? Coste: Importe gastado;Dimensión: Fecha;Dimensión: Fuente;? Rendimiento: Total de conversiones;? Rendimiento: Clics;? Rendimiento: Conversiones;? Rendimiento: Impresiones;? Vídeo: Visualizaciones;CPC Coste por clic;CPV Coste por visualización
Segmento Interesados;25-34;España;Tablet;Masculino;Video;Nuevos Clientes;1753.29;Formulario;Suscripción Newsletter;985.49;332.78;2021-05-18;Instagram;136;37765;124;225824;9143;0.0088;0.0364
Clientes Frecuentes;45-54;España;Ordenador;Femenino;Display;Reactivación;2355.22;Compra;Descarga App;828.73;583.02;2021-08-15;Google;155;25036;129;203240;11382;0.0233;0.0512
Leads Potenciales;35-44;Argentina;Móvil;Masculino;Display;Nuevos Clientes;1808.14;Descarga;Formulario Contacto;778.79;631.19;2021-03-06;Facebook;108;36155;82;215811;8849;0.0175;0.0713
Segmento Interesados;18-24;España;Ordenador;Masculino;Video;Promo Verano;1752.36;Formulario;Suscripción Newsletter;1121.78;518.79;2021-08-06;Google;69;35944;121;206548;7945;0.0144;0.0653
Clientes Frecuentes;45-54;España;Ordenador;Masculino;Video;Nuevos Clientes;1981.62;Formulario;Suscripción Newsletter;930.57;473.99;2021-11-02;YouTube;95;35131;60;165007;15180;0.0135;0.0312
Segmento Interesados;25-34;México;Ordenador;Masculino;Búsqueda;Promo Verano;1439.26;Descarga;Compra Online;892.27;632.57;2021-12-16;Google;70;29988;97;299750;14059;0.0211;0.045
Campaña de Remarketing;25-34;Colombia;Tablet;Otro;Búsqueda;Black Friday;1540.82;Descarga;Descarga App;851.49;536.31;2021-06-09;Instagram;134;27215;42;367064;8617;0.0197;0.0622
Clientes Frecuentes;45-54;Colombia;Ordenador;Masculino;Búsqueda;Nuevos Clientes;1526.55;Compra;Compra Online;1045.06;503.03;2021-05-08;Google;84;35833;83;290998;7961;0.014;0.0632
Campaña de Remarketing;25-34;México;Móvil;Otro;Display;Black Friday;1398.69;Descarga;Compra Online;996.34;334.26;2021-07-10;Google;86;30104;40;304750;10960;0.0111;0.0305
Clientes Frecuentes;35-44;Argentina;Móvil;Femenino;Video;Nuevos Clientes;1740.9;Descarga;Descarga App;673.48;532.29;2021-12-10;Instagram;110;24775;88;202870;13756;0.0215;0.0387
Campaña de Remarketing;35-44;México;Tablet;Masculino;Video;Promo Verano;2553.25;Descarga;Descarga App;1156.78;581.68;2021-01-10;Facebook;145;35221;92;211493;8883;0.0165;0.0655
Segmento Interesados;45-54;Colombia;Móvil;Femenino;Social;Reactivación;1781.61;Compra;Suscripción Newsletter;720.54;501.99;2021-07-27;Google;70;26367;71;277944;13417;0.019;0.0374
Segmento Interesados;18-24;Argentina;Tablet;Femenino;Display;Nuevos Clientes;2541.17;Descarga;Formulario Contacto;759.67;574.51;2021-12-22;Instagram;143;25274;84;218317;12395;0.0227;0.0464
Clientes Frecuentes;18-24;México;Tablet;Masculino;Display;Black Friday;1797.92;Compra;Formulario Contacto;685.62;519.78;2021-06-17;YouTube;120;29881;46;361375;11504;0.0174;0.0452
Clientes Frecuentes;45-54;España;Tablet;Masculino;Social;Nuevos Clientes;2144.52;Descarga;Suscripción Newsletter;699.67;334.06;2021-02-09;Instagram;110;31175;86;288833;12535;0.0107;0.0267
Campaña de Remarketing;25-34;España;Ordenador;Femenino;Video;Reactivación;1628.96;Descarga;Formulario Contacto;792.23;567;2021-07-19;YouTube;85;26057;74;140747;14461;0.0218;0.0392
Clientes Frecuentes;18-24;Argentina;Móvil;Otro;Búsqueda;Black Friday;2437.28;Compra;Descarga App;698.26;487.77;2021-05-20;Facebook;122;36974;104;202052;10440;0.0132;0.0467
Segmento Interesados;18-24;Argentina;Móvil;Femenino;Video;Black Friday;1460.06;Descarga;Suscripción Newsletter;1001.82;340.01;2021-08-26;YouTube;136;31701;112;175548;11254;0.0107;0.0302
Clientes Frecuentes;18-24;Argentina;Tablet;Masculino;Social;Promo Verano;1581.42;Formulario;Formulario Contacto;1297.94;614.89;2021-01-15;Google;130;36853;113;270509;9837;0.0167;0.0625
Campaña de Remarketing;45-54;México;Ordenador;Masculino;Social;Black Friday;1659.64;Descarga;Compra Online;880.79;549.99;2021-07-08;Facebook;102;25332;78;321946;11547;0.0217;0.0476
Segmento Interesados;35-44;México;Tablet;Masculino;Video;Black Friday;2082.35;Compra;Descarga App;978.73;619.19;2021-11-02;Facebook;134;38584;78;200761;6530;0.016;0.0948
Clientes Frecuentes;25-34;España;Móvil;Femenino;Social;Promo Verano;1549.91;Compra;Suscripción Newsletter;746.9;511.34;2021-05-04;Google;133;32968;129;304159;8715;0.0155;0.0587
Campaña de Remarketing;18-24;Argentina;Tablet;Otro;Display;Reactivación;1478.24;Registro;Descarga App;945.73;599.16;2021-04-09;YouTube;113;28972;121;261376;14706;0.0207;0.0407
Leads Potenciales;25-34;Colombia;Móvil;Otro;Display;Promo Verano;2113.29;Descarga;Descarga App;870.13;508.05;2021-01-08;Facebook;105;21707;58;255989;7856;0.0234;0.0647
Leads Potenciales;35-44;Argentina;Tablet;Otro;Social;Promo Verano;1557;Formulario;Compra Online;1044.64;459.05;2021-04-14;Instagram;120;38762;120;144633;15444;0.0118;0.0297
Segmento Interesados;18-24;España;Móvil;Otro;Display;Nuevos Clientes;1658;Formulario;Descarga App;675.65;561.38;2021-07-05;Instagram;103;31898;58;270510;9775;0.0176;0.0574
Leads Potenciales;25-34;Colombia;Ordenador;Otro;Social;Nuevos Clientes;2473.41;Registro;Formulario Contacto;1034.33;373.95;2021-08-14;Google;84;30989;106;263208;6552;0.0121;0.0571
Segmento Interesados;25-34;España;Ordenador;Otro;Display;Reactivación;1896.85;Formulario;Compra Online;706.18;358.1;2021-02-23;Facebook;127;29205;39;368927;9564;0.0123;0.0374
Segmento Interesados;25-34;México;Ordenador;Otro;Video;Black Friday;1798.48;Compra;Suscripción Newsletter;1087.38;529.43;2021-02-17;YouTube;84;21979;107;352152;13210;0.0241;0.0401
Leads Potenciales;35-44;Colombia;Tablet;Masculino;Búsqueda;Reactivación;2281.7;Descarga;Formulario Contacto;965.13;374.08;2021-09-11;YouTube;90;32190;98;151982;14847;0.0116;0.0252
Segmento Interesados;18-24;Colombia;Ordenador;Otro;Display;Promo Verano;1820.9;Compra;Suscripción Newsletter;1165.9;451.51;2021-11-13;Instagram;84;35882;86;277287;11926;0.0126;0.0379
Segmento Interesados;18-24;México;Móvil;Femenino;Social;Promo Verano;2468.11;Formulario;Compra Online;796.82;531.22;2021-07-17;Google;86;25763;60;372452;11275;0.0206;0.0471
Clientes Frecuentes;35-44;Colombia;Móvil;Femenino;Display;Reactivación;2547.48;Descarga;Formulario Contacto;1138.74;569.39;2021-11-01;YouTube;110;26194;62;318665;7671;0.0217;0.0742
Campaña de Remarketing;18-24;España;Tablet;Otro;Social;Promo Verano;2146.89;Registro;Compra Online;1110.05;382.89;2021-01-21;Instagram;151;26210;64;173993;10029;0.0146;0.0382
Campaña de Remarketing;18-24;México;Tablet;Masculino;Video;Reactivación;2148.07;Compra;Descarga App;1044.36;384.8;2021-05-07;Instagram;110;37900;48;197866;12556;0.0102;0.0306
Segmento Interesados;35-44;México;Tablet;Masculino;Social;Reactivación;2305.36;Formulario;Descarga App;903.09;356.97;2021-07-24;YouTube;71;37634;63;173276;14510;0.0095;0.0246
Clientes Frecuentes;25-34;Colombia;Ordenador;Femenino;Display;Reactivación;2368.13;Descarga;Formulario Contacto;764.65;604.78;2021-11-04;Facebook;89;21333;109;253780;11740;0.0283;0.0515
Segmento Interesados;45-54;Argentina;Móvil;Masculino;Búsqueda;Nuevos Clientes;2507.48;Registro;Suscripción Newsletter;801.67;551.36;2021-03-28;Google;153;31618;107;328972;13720;0.0174;0.0402
Campaña de Remarketing;18-24;España;Tablet;Femenino;Social;Promo Verano;2560.14;Registro;Descarga App;920.2;358.54;2021-11-10;Facebook;86;36114;88;194615;13496;0.0099;0.0266
Leads Potenciales;45-54;Argentina;Móvil;Femenino;Video;Reactivación;2561.8;Formulario;Formulario Contacto;1174.67;382.1;2021-09-18;Google;133;31515;90;307394;12027;0.0121;0.0318
Campaña de Remarketing;45-54;Argentina;Tablet;Otro;Video;Promo Verano;2544.23;Formulario;Suscripción Newsletter;941.68;420.48;2021-08-24;YouTube;81;32456;59;130453;9051;0.013;0.0465
Campaña de Remarketing;18-24;Colombia;Ordenador;Otro;Display;Black Friday;1689.38;Registro;Descarga App;810.1;365.42;2021-01-10;YouTube;122;35730;77;245879;8689;0.0102;0.0421
Clientes Frecuentes;35-44;Colombia;Móvil;Otro;Social;Black Friday;1501.34;Formulario;Compra Online;1263.41;394.51;2021-09-27;Google;149;28722;64;294693;6504;0.0137;0.0607
Segmento Interesados;35-44;Colombia;Móvil;Femenino;Búsqueda;Promo Verano;1318.18;Compra;Formulario Contacto;1014.94;434.57;2021-10-03;YouTube;81;22827;51;315386;14722;0.019;0.0295
Leads Potenciales;25-34;México;Ordenador;Femenino;Video;Black Friday;1913.6;Registro;Descarga App;777.03;515.3;2021-11-16;Google;128;33686;118;292001;12425;0.0153;0.0415
Segmento Interesados;45-54;Colombia;Ordenador;Otro;Display;Promo Verano;1548.14;Registro;Formulario Contacto;1293.98;352.91;2021-12-19;YouTube;121;37578;97;188418;7196;0.0094;0.049
Clientes Frecuentes;18-24;Colombia;Tablet;Otro;Video;Reactivación;1419.85;Descarga;Formulario Contacto;972.98;568.05;2021-06-07;Instagram;95;27697;66;260407;14922;0.0205;0.0381
Leads Potenciales;35-44;México;Tablet;Masculino;Display;Nuevos Clientes;2018.87;Compra;Formulario Contacto;1199.65;408.47;2021-03-17;Facebook;81;27379;107;285210;9414;0.0149;0.0434
Clientes Frecuentes;45-54;México;Tablet;Otro;Social;Reactivación;1955.44;Compra;Descarga App;824.68;435.18;2021-07-17;Instagram;126;23237;87;368535;14581;0.0187;0.0298
Clientes Frecuentes;35-44;México;Ordenador;Otro;Video;Reactivación;1503.06;Formulario;Descarga App;705.87;440.72;2021-11-01;YouTube;146;36705;69;159823;15505;0.012;0.0284
Segmento Interesados;18-24;México;Ordenador;Otro;Búsqueda;Nuevos Clientes;1415.4;Registro;Compra Online;925.57;405.14;2021-09-05;Facebook;85;30354;73;217174;12386;0.0133;0.0327
Campaña de Remarketing;18-24;México;Ordenador;Otro;Display;Promo Verano;1915.99;Descarga;Compra Online;1262.92;411.48;2021-06-13;YouTube;135;31061;97;332900;9871;0.0132;0.0417
Campaña de Remarketing;18-24;Argentina;Móvil;Otro;Display;Reactivación;1355.95;Compra;Descarga App;821.28;387.04;2021-10-27;Facebook;93;29979;51;232742;9058;0.0129;0.0427
Campaña de Remarketing;18-24;México;Ordenador;Femenino;Video;Nuevos Clientes;1888.49;Compra;Suscripción Newsletter;889.04;450.86;2021-09-08;YouTube;90;34493;86;177400;11996;0.0131;0.0376
Segmento Interesados;18-24;Colombia;Ordenador;Otro;Social;Reactivación;2134.08;Compra;Compra Online;981.22;462.85;2021-01-27;YouTube;128;33389;51;297816;7695;0.0139;0.0601
Leads Potenciales;25-34;México;Móvil;Masculino;Búsqueda;Nuevos Clientes;2465.61;Compra;Descarga App;1154.33;560.56;2021-03-02;Instagram;113;28184;99;341150;11474;0.0199;0.0489
Clientes Frecuentes;35-44;Argentina;Móvil;Masculino;Display;Promo Verano;1563.05;Compra;Formulario Contacto;936.71;507.83;2021-08-05;Instagram;74;28059;77;208540;10569;0.0181;0.048
Clientes Frecuentes;45-54;España;Ordenador;Femenino;Video;Nuevos Clientes;2409.33;Formulario;Formulario Contacto;1011.02;528.23;2021-12-09;Google;66;21689;86;138854;13910;0.0244;0.038
Clientes Frecuentes;45-54;Colombia;Ordenador;Otro;Social;Promo Verano;2450.2;Formulario;Descarga App;1294.72;402.77;2021-06-26;Facebook;140;34981;63;220930;13099;0.0115;0.0307
Campaña de Remarketing;45-54;España;Ordenador;Otro;Display;Black Friday;2273.37;Descarga;Formulario Contacto;792.63;589.18;2021-06-01;YouTube;146;29222;49;267709;7141;0.0202;0.0825
Clientes Frecuentes;35-44;Colombia;Móvil;Femenino;Video;Reactivación;2444.61;Formulario;Formulario Contacto;1270.72;630.05;2021-08-23;Instagram;103;33047;110;257129;14587;0.0191;0.0432
Leads Potenciales;35-44;España;Tablet;Masculino;Display;Reactivación;2274.28;Compra;Formulario Contacto;691.5;609.82;2021-02-16;Instagram;78;35135;46;305154;10027;0.0174;0.0608
Campaña de Remarketing;35-44;España;Móvil;Masculino;Búsqueda;Nuevos Clientes;1580.19;Compra;Suscripción Newsletter;830.32;375.43;2021-09-10;Google;108;29034;122;368006;12491;0.0129;0.0301
Clientes Frecuentes;35-44;México;Móvil;Masculino;Búsqueda;Nuevos Clientes;2432.42;Formulario;Formulario Contacto;1118.22;538.21;2021-04-10;Google;109;21260;56;339181;6648;0.0253;0.081
Clientes Frecuentes;45-54;España;Móvil;Masculino;Video;Black Friday;1607.83;Registro;Descarga App;1104.36;560.98;2021-06-02;YouTube;94;33020;92;134680;6916;0.017;0.0811
Segmento Interesados;25-34;México;Móvil;Femenino;Video;Nuevos Clientes;2322.96;Formulario;Compra Online;1102.99;618.17;2021-10-12;YouTube;82;29205;76;345912;10392;0.0212;0.0595
Leads Potenciales;18-24;México;Tablet;Otro;Video;Nuevos Clientes;1750.95;Registro;Descarga App;812.88;511.92;2021-05-17;Facebook;72;21729;71;284359;10935;0.0236;0.0468
Segmento Interesados;25-34;Argentina;Móvil;Masculino;Social;Reactivación;2118.75;Registro;Formulario Contacto;652.33;541.93;2021-11-10;Instagram;103;22832;114;325338;8271;0.0237;0.0655
Leads Potenciales;45-54;Argentina;Móvil;Femenino;Búsqueda;Nuevos Clientes;2579.11;Descarga;Compra Online;957.68;363.54;2021-06-11;Instagram;99;20431;91;140876;12372;0.0178;0.0294
Clientes Frecuentes;25-34;México;Ordenador;Otro;Social;Promo Verano;2009.21;Registro;Formulario Contacto;954.01;356.92;2021-01-18;Facebook;127;20776;96;374210;12450;0.0172;0.0287
Segmento Interesados;18-24;México;Ordenador;Femenino;Video;Promo Verano;2396.98;Compra;Formulario Contacto;1208.58;539.91;2021-03-03;Instagram;104;38480;64;272902;7588;0.014;0.0712
Campaña de Remarketing;18-24;Argentina;Móvil;Otro;Video;Nuevos Clientes;1840.94;Formulario;Descarga App;1025.68;371.04;2021-01-07;Instagram;131;29547;67;154190;6913;0.0126;0.0537
Clientes Frecuentes;35-44;España;Móvil;Otro;Social;Black Friday;2393.6;Descarga;Formulario Contacto;1248.58;347.17;2021-12-25;YouTube;89;35624;45;284874;10108;0.0097;0.0343
Segmento Interesados;35-44;España;Móvil;Otro;Display;Promo Verano;2205.94;Formulario;Compra Online;719.63;349.52;2021-11-11;Instagram;137;36805;85;310476;13633;0.0095;0.0256
Clientes Frecuentes;25-34;España;Tablet;Otro;Social;Nuevos Clientes;2460.23;Registro;Descarga App;1047.71;504.91;2021-01-22;YouTube;82;30325;63;256851;15530;0.0166;0.0325
Clientes Frecuentes;25-34;España;Móvil;Otro;Display;Promo Verano;1492.65;Formulario;Compra Online;1155.65;334.29;2021-09-12;YouTube;144;24652;82;169851;6967;0.0136;0.048
Leads Potenciales;45-54;Colombia;Ordenador;Masculino;Social;Promo Verano;2104.56;Registro;Suscripción Newsletter;1278.79;380.4;2021-07-17;YouTube;121;20279;82;250052;15311;0.0188;0.0248
Clientes Frecuentes;25-34;España;Tablet;Femenino;Display;Nuevos Clientes;1744.94;Registro;Compra Online;981.2;603.56;2021-01-07;YouTube;106;30705;101;350432;8201;0.0197;0.0736
Leads Potenciales;35-44;Colombia;Ordenador;Femenino;Display;Reactivación;1704.52;Formulario;Descarga App;1066.66;503.46;2021-11-03;Instagram;67;33695;78;216932;8063;0.0149;0.0624
Clientes Frecuentes;45-54;España;Móvil;Masculino;Display;Nuevos Clientes;2107.96;Descarga;Compra Online;1070.55;564.93;2021-05-14;Google;153;27176;61;323865;9601;0.0208;0.0588
Leads Potenciales;18-24;México;Tablet;Femenino;Display;Promo Verano;2075.89;Formulario;Formulario Contacto;1266.46;610.7;2021-12-03;Instagram;120;21549;42;281716;8733;0.0283;0.0699
Leads Potenciales;35-44;Colombia;Ordenador;Femenino;Búsqueda;Reactivación;1314.86;Formulario;Suscripción Newsletter;969.5;347.85;2021-08-03;Facebook;112;26294;53;195440;11607;0.0132;0.03
Clientes Frecuentes;45-54;Argentina;Tablet;Otro;Social;Promo Verano;1530.31;Compra;Formulario Contacto;766.43;392.44;2021-01-24;Instagram;135;23412;110;220450;9950;0.0168;0.0394
Campaña de Remarketing;18-24;México;Tablet;Femenino;Búsqueda;Promo Verano;2260.62;Descarga;Descarga App;865.1;432.59;2021-11-18;YouTube;135;19541;122;265980;14622;0.0221;0.0296
Segmento Interesados;25-34;México;Ordenador;Otro;Video;Reactivación;2434.84;Registro;Descarga App;736.84;397.07;2021-09-16;Facebook;68;26961;56;193700;7945;0.0147;0.05
Segmento Interesados;45-54;México;Ordenador;Masculino;Búsqueda;Nuevos Clientes;1386.21;Compra;Formulario Contacto;781.16;407.22;2021-09-15;Instagram;128;33874;42;332793;9454;0.012;0.0431
Leads Potenciales;25-34;España;Tablet;Masculino;Display;Nuevos Clientes;1986.28;Descarga;Compra Online;817.28;476.38;2021-07-02;Instagram;155;31845;102;169521;7832;0.015;0.0608
Clientes Frecuentes;45-54;España;Tablet;Masculino;Búsqueda;Nuevos Clientes;1859.57;Registro;Compra Online;818.3;359.42;2021-03-17;Instagram;148;19547;66;354475;9255;0.0184;0.0388
Leads Potenciales;18-24;España;Móvil;Femenino;Display;Black Friday;1958.84;Registro;Formulario Contacto;850.88;610.7;2021-07-19;YouTube;94;36094;121;181613;11177;0.0169;0.0546
Clientes Frecuentes;45-54;Argentina;Ordenador;Masculino;Búsqueda;Promo Verano;2039.67;Descarga;Compra Online;1218.37;450.95;2021-11-10;YouTube;123;38313;79;216472;15306;0.0118;0.0295
Clientes Frecuentes;25-34;España;Tablet;Masculino;Búsqueda;Nuevos Clientes;1418.39;Descarga;Compra Online;854.06;513.12;2021-07-13;YouTube;78;29455;51;202808;7141;0.0174;0.0719
Leads Potenciales;25-34;Colombia;Móvil;Masculino;Video;Black Friday;1515.76;Registro;Descarga App;1004.43;351.38;2021-06-06;Instagram;75;29560;113;173288;10721;0.0119;0.0328
Segmento Interesados;35-44;Argentina;Móvil;Masculino;Social;Reactivación;1651.04;Compra;Descarga App;1091.79;374.5;2021-09-17;Instagram;94;22983;77;232592;12970;0.0163;0.0289
Segmento Interesados;35-44;México;Móvil;Femenino;Búsqueda;Promo Verano;1530.93;Descarga;Compra Online;1014.7;517.23;2021-03-12;Facebook;110;34761;71;381485;10712;0.0149;0.0483
Segmento Interesados;18-24;Argentina;Móvil;Masculino;Display;Nuevos Clientes;1811.11;Compra;Formulario Contacto;1022.22;422.84;2021-06-01;Google;117;36056;88;344815;13023;0.0117;0.0325
Clientes Frecuentes;25-34;España;Ordenador;Masculino;Video;Promo Verano;1429.12;Formulario;Suscripción Newsletter;765.87;374.34;2021-12-03;Instagram;137;37973;113;278354;14371;0.0099;0.026
Clientes Frecuentes;35-44;España;Móvil;Otro;Display;Nuevos Clientes;1513.83;Formulario;Compra Online;893.96;614;2021-10-02;YouTube;94;36010;71;276079;7898;0.0171;0.0777
Segmento Interesados;35-44;Colombia;Ordenador;Otro;Búsqueda;Promo Verano;1921.22;Registro;Descarga App;1285.6;469.1;2021-07-16;Instagram;97;27294;108;380930;9599;0.0172;0.0489
Campaña de Remarketing;18-24;España;Ordenador;Otro;Búsqueda;Nuevos Clientes;2235.53;Compra;Formulario Contacto;1113.31;646.16;2021-07-24;Instagram;146;28906;50;368245;15071;0.0224;0.0429
Segmento Interesados;18-24;México;Móvil;Femenino;Video;Black Friday;1540.78;Compra;Descarga App;1113.26;486.61;2021-10-14;YouTube;74;26624;65;259693;7564;0.0183;0.0643
Campaña de Remarketing;45-54;Colombia;Ordenador;Masculino;Búsqueda;Promo Verano;2516.98;Formulario;Suscripción Newsletter;844.58;627.87;2021-11-11;YouTube;74;38329;81;338325;12308;0.0164;0.051
Segmento Interesados;45-54;España;Móvil;Otro;Display;Promo Verano;2316.62;Descarga;Descarga App;957.22;404.22;2021-02-28;Facebook;111;32771;51;157855;13088;0.0123;0.0309
Segmento Interesados;18-24;Argentina;Móvil;Masculino;Display;Nuevos Clientes;2523.49;Formulario;Descarga App;1260.06;413.92;2021-10-06;YouTube;101;30798;66;241678;12973;0.0134;0.0319
Clientes Frecuentes;35-44;México;Móvil;Masculino;Búsqueda;Promo Verano;1662.34;Formulario;Suscripción Newsletter;1261.29;592.03;2021-06-26;YouTube;76;20045;85;367050;14635;0.0295;0.0405
Campaña de Remarketing;45-54;Colombia;Móvil;Femenino;Búsqueda;Black Friday;2369.68;Formulario;Descarga App;1236.19;585.36;2021-10-06;Instagram;153;29437;64;159628;9577;0.0199;0.0611
Segmento Interesados;35-44;México;Tablet;Femenino;Búsqueda;Nuevos Clientes;2544.99;Compra;Compra Online;1010.04;592.82;2021-07-02;Facebook;101;30103;105;168790;11524;0.0197;0.0514
Campaña de Remarketing;35-44;España;Móvil;Femenino;Social;Promo Verano;2568.51;Registro;Suscripción Newsletter;884.23;506.7;2021-09-12;Facebook;120;34972;60;363245;13853;0.0145;0.0366
Leads Potenciales;25-34;México;Ordenador;Otro;Video;Reactivación;1564.34;Descarga;Compra Online;1130.3;451.76;2021-04-24;Facebook;93;37010;81;159037;7280;0.0122;0.0621
Leads Potenciales;35-44;Argentina;Ordenador;Masculino;Display;Reactivación;1608.69;Compra;Suscripción Newsletter;1255.81;396.74;2021-05-25;Facebook;87;29703;98;369326;11483;0.0134;0.0346
Campaña de Remarketing;35-44;México;Ordenador;Masculino;Display;Nuevos Clientes;1525.57;Formulario;Suscripción Newsletter;1042.05;623.53;2021-11-05;YouTube;137;31537;52;148934;7237;0.0198;0.0862
Leads Potenciales;35-44;Colombia;Móvil;Masculino;Video;Black Friday;2450.87;Compra;Descarga App;1087.85;404.28;2021-11-02;Google;102;19582;52;261403;9234;0.0206;0.0438
